id,map,category,type,name,worldX,worldY,worldZ,mapX,mapY,levelMin,levelMax,palId,subtype,biome,sourceId,sourceIndex
"palpagos-effigy-246--720810--359460","palpagos","effigies","effigy","Tanzee Effigy","-720810","-359460","","-1127","-1300","","","monkey","monkey","","","245"
"palpagos-effigy-247--619910--135650","palpagos","effigies","effigy","Tanzee Effigy","-619910","-135650","","-640","-1081","","","monkey","monkey","","","246"
"palpagos-effigy-248--566500--151680","palpagos","effigies","effigy","Tanzee Effigy","-566500","-151680","","-675","-964","","","monkey","monkey","","","247"
"palpagos-effigy-249--570220--173120","palpagos","effigies","effigy","Tanzee Effigy","-570220","-173120","","-721","-972","","","monkey","monkey","","","248"
"palpagos-effigy-250--564930--230160","palpagos","effigies","effigy","Tanzee Effigy","-564930","-230160","","-846","-961","","","monkey","monkey","","","249"
"palpagos-effigy-251--814680--383050","palpagos","effigies","effigy","Tanzee Effigy","-814680","-383050","","-1179","-1505","","","monkey","monkey","","","250"
"palpagos-effigy-252--847130--432930","palpagos","effigies","effigy","Tanzee Effigy","-847130","-432930","","-1287","-1576","","","monkey","monkey","","","251"
"palpagos-effigy-253--870010--413650","palpagos","effigies","effigy","Tanzee Effigy","-870010","-413650","","-1245","-1626","","","monkey","monkey","","","252"
"palpagos-effigy-254--544490--286940","palpagos","effigies","effigy","Tanzee Effigy","-544490","-286940","","-969","-916","","","monkey","monkey","","","253"
"palpagos-effigy-255--502430--384330","palpagos","effigies","effigy","Tanzee Effigy","-502430","-384330","","-1182","-825","","","monkey","monkey","","","254"
"palpagos-effigy-256--511450--385230","palpagos","effigies","effigy","Tanzee Effigy","-511450","-385230","","-1184","-844","","","monkey","monkey","","","255"
"palpagos-effigy-257--572100--399660","palpagos","effigies","effigy","Tanzee Effigy","-572100","-399660","","-1215","-976","","","monkey","monkey","","","256"
"palpagos-effigy-258--590660--486560","palpagos","effigies","effigy","Tanzee Effigy","-590660","-486560","","-1404","-1017","","","monkey","monkey","","","257"
"palpagos-effigy-259--600050--490560","palpagos","effigies","effigy","Tanzee Effigy","-600050","-490560","","-1413","-1037","","","monkey","monkey","","","258"
"palpagos-effigy-260--748650--395270","palpagos","effigies","effigy","Tanzee Effigy","-748650","-395270","","-1205","-1361","","","monkey","monkey","","","259"
"palpagos-effigy-261--772070--397300","palpagos","effigies","effigy","Tanzee Effigy","-772070","-397300","","-1210","-1412","","","monkey","monkey","","","260"
"palpagos-effigy-262--769310--450000","palpagos","effigies","effigy","Tanzee Effigy","-769310","-450000","","-1325","-1406","","","monkey","monkey","","","261"
"palpagos-effigy-263--778550--462420","palpagos","effigies","effigy","Tanzee Effigy","-778550","-462420","","-1352","-1426","","","monkey","monkey","","","262"
"palpagos-effigy-264--891380--467810","palpagos","effigies","effigy","Tanzee Effigy","-891380","-467810","","-1363","-1672","","","monkey","monkey","","","263"
"palpagos-effigy-265--699730--324580","palpagos","effigies","effigy","Tanzee Effigy","-699730","-324580","","-1051","-1255","","","monkey","monkey","","","264"
"palpagos-effigy-266--659810--290910","palpagos","effigies","effigy","Tanzee Effigy","-659810","-290910","","-978","-1168","","","monkey","monkey","","","265"
"palpagos-effigy-267--110780-324060","palpagos","effigies","effigy","Lunaris Effigy","-110780","324060","","362","29","","","mutant","mutant","","","266"
"palpagos-effigy-268--89530-270350","palpagos","effigies","effigy","Lunaris Effigy","-89530","270350","","245","75","","","mutant","mutant","","","267"
"palpagos-effigy-269--257580-185030","palpagos","effigies","effigy","Lunaris Effigy","-257580","185030","","59","-291","","","mutant","mutant","","","268"
"palpagos-effigy-270--145050-89690","palpagos","effigies","effigy","Lunaris Effigy","-145050","89690","","-149","-46","","","mutant","mutant","","","269"
"palpagos-effigy-271--795780-50060","palpagos","effigies","effigy","Depresso Effigy","-795780","50060","","-235","-1464","","","negativekoala","negativekoala","","","270"
"palpagos-effigy-272--812670-62770","palpagos","effigies","effigy","Depresso Effigy","-812670","62770","","-207","-1501","","","negativekoala","negativekoala","","","271"
"palpagos-effigy-273--835680-56120","palpagos","effigies","effigy","Depresso Effigy","-835680","56120","","-222","-1551","","","negativekoala","negativekoala","","","272"
"palpagos-effigy-274--813100-41850","palpagos","effigies","effigy","Depresso Effigy","-813100","41850","","-253","-1502","","","negativekoala","negativekoala","","","273"
"palpagos-effigy-275--833940-22380","palpagos","effigies","effigy","Depresso Effigy","-833940","22380","","-295","-1547","","","negativekoala","negativekoala","","","274"
"palpagos-effigy-276--840380-5090","palpagos","effigies","effigy","Depresso Effigy","-840380","5090","","-333","-1561","","","negativekoala","negativekoala","","","275"
"palpagos-effigy-277--816830--2350","palpagos","effigies","effigy","Depresso Effigy","-816830","-2350","","-349","-1510","","","negativekoala","negativekoala","","","276"
"palpagos-effigy-278--838150--19220","palpagos","effigies","effigy","Depresso Effigy","-838150","-19220","","-386","-1556","","","negativekoala","negativekoala","","","277"
"palpagos-effigy-279--842940--32440","palpagos","effigies","effigy","Depresso Effigy","-842940","-32440","","-415","-1567","","","negativekoala","negativekoala","","","278"
"palpagos-effigy-280--810720--22400","palpagos","effigies","effigy","Depresso Effigy","-810720","-22400","","-393","-1496","","","negativekoala","negativekoala","","","279"
"palpagos-effigy-281--838520--8810","palpagos","effigies","effigy","Depresso Effigy","-838520","-8810","","-363","-1557","","","negativekoala","negativekoala","","","280"
"palpagos-effigy-282--840290--48800","palpagos","effigies","effigy","Depresso Effigy","-840290","-48800","","-451","-1561","","","negativekoala","negativekoala","","","281"
"palpagos-effigy-283--833910--78770","palpagos","effigies","effigy","Depresso Effigy","-833910","-78770","","-516","-1547","","","negativekoala","negativekoala","","","282"
"palpagos-effigy-284--826120--96960","palpagos","effigies","effigy","Depresso Effigy","-826120","-96960","","-555","-1530","","","negativekoala","negativekoala","","","283"
"palpagos-effigy-285--805107--109978","palpagos","effigies","effigy","Depresso Effigy","-805107","-109978","","-584","-1484","","","negativekoala","negativekoala","","","284"
"palpagos-effigy-286--794820--107900","palpagos","effigies","effigy","Depresso Effigy","-794820","-107900","","-579","-1462","","","negativekoala","negativekoala","","","285"
"palpagos-effigy-287--741022--102583","palpagos","effigies","effigy","Depresso Effigy","-741021.8","-102583","","-568","-1345","","","negativekoala","negativekoala","","","286"
"palpagos-effigy-288--729500--92910","palpagos","effigies","effigy","Depresso Effigy","-729500","-92910","","-547","-1319","","","negativekoala","negativekoala","","","287"
"palpagos-effigy-289--752078--82058","palpagos","effigies","effigy","Depresso Effigy","-752078.4","-82057.9","","-523","-1369","","","negativekoala","negativekoala","","","288"
"palpagos-effigy-290--751900--64560","palpagos","effigies","effigy","Depresso Effigy","-751900","-64560","","-485","-1368","","","negativekoala","negativekoala","","","289"
"palpagos-effigy-291--776180--55950","palpagos","effigies","effigy","Depresso Effigy","-776180","-55950","","-466","-1421","","","negativekoala","negativekoala","","","290"
"palpagos-effigy-292--786660--34190","palpagos","effigies","effigy","Depresso Effigy","-786660","-34190","","-419","-1444","","","negativekoala","negativekoala","","","291"
"palpagos-effigy-293--753200--26060","palpagos","effigies","effigy","Depresso Effigy","-753200","-26060","","-401","-1371","","","negativekoala","negativekoala","","","292"
"palpagos-effigy-294--762729-5168","palpagos","effigies","effigy","Depresso Effigy","-762729","5168","","-333","-1392","","","negativekoala","negativekoala","","","293"
"palpagos-effigy-295--749300--1770","palpagos","effigies","effigy","Depresso Effigy","-749300","-1770","","-348","-1363","","","negativekoala","negativekoala","","","294"
"palpagos-effigy-296--776370-41610","palpagos","effigies","effigy","Depresso Effigy","-776370","41610","","-254","-1422","","","negativekoala","negativekoala","","","295"
"palpagos-effigy-297--807550-46200","palpagos","effigies","effigy","Depresso Effigy","-807550","46200","","-244","-1489","","","negativekoala","negativekoala","","","296"
"palpagos-effigy-298--790410-8200","palpagos","effigies","effigy","Depresso Effigy","-790410","8200","","-326","-1452","","","negativekoala","negativekoala","","","297"
"palpagos-effigy-299--777430--3440","palpagos","effigies","effigy","Depresso Effigy","-777430","-3440","","-352","-1424","","","negativekoala","negativekoala","","","298"
"palpagos-effigy-300--797526--74016","palpagos","effigies","effigy","Depresso Effigy","-797526.4","-74016","","-505","-1468","","","negativekoala","negativekoala","","","299"
"palpagos-effigy-301--310470--51430","palpagos","effigies","effigy","Pengullet Effigy","-310470","-51430","","-456","-406","","","penguin","penguin","","","300"
"palpagos-effigy-302--369870--49330","palpagos","effigies","effigy","Pengullet Effigy","-369870","-49330","","-452","-536","","","penguin","penguin","","","301"
"palpagos-effigy-303--403680--106880","palpagos","effigies","effigy","Pengullet Effigy","-403680","-106880","","-577","-610","","","penguin","penguin","","","302"
"palpagos-effigy-304--417110--151170","palpagos","effigies","effigy","Pengullet Effigy","-417110","-151170","","-674","-639","","","penguin","penguin","","","303"
"palpagos-effigy-305-81420-512960","palpagos","effigies","effigy","Pengullet Effigy","81420","512960","","773","447","","","penguin","penguin","","","304"
"palpagos-effigy-306--273910--133790","palpagos","effigies","effigy","Pengullet Effigy","-273910","-133790","","-636","-327","","","penguin","penguin","","","305"
"palpagos-effigy-307--341720--90930","palpagos","effigies","effigy","Pengullet Effigy","-341720","-90930","","-542","-475","","","penguin","penguin","","","306"
"palpagos-effigy-308--254730--120200","palpagos","effigies","effigy","Pengullet Effigy","-254730","-120200","","-606","-285","","","penguin","penguin","","","307"
"palpagos-effigy-309--307780--118180","palpagos","effigies","effigy","Pengullet Effigy","-307780","-118180","","-602","-401","","","penguin","penguin","","","308"
"palpagos-effigy-310--324270--118760","palpagos","effigies","effigy","Pengullet Effigy","-324270","-118760","","-603","-437","","","penguin","penguin","","","309"
"palpagos-effigy-311--244030--65120","palpagos","effigies","effigy","Pengullet Effigy","-244030","-65120","","-486","-262","","","penguin","penguin","","","310"
"palpagos-effigy-312--1005226--377003","palpagos","effigies","effigy","Pengullet Effigy","-1005226.5","-377002.9","","-1166","-1920","","","penguin","penguin","","","311"
"palpagos-effigy-313--298610--8360","palpagos","effigies","effigy","Pengullet Effigy","-298610","-8360","","-362","-381","","","penguin","penguin","","","312"
"palpagos-effigy-314--321830-5240","palpagos","effigies","effigy","Pengullet Effigy","-321830","5240","","-333","-431","","","penguin","penguin","","","313"
"palpagos-effigy-315--367430-19600","palpagos","effigies","effigy","Pengullet Effigy","-367430","19600","","-302","-531","","","penguin","penguin","","","314"
"palpagos-effigy-316--425590--14550","palpagos","effigies","effigy","Pengullet Effigy","-425590","-14550","","-376","-657","","","penguin","penguin","","","315"
"palpagos-effigy-317--396200--30690","palpagos","effigies","effigy","Pengullet Effigy","-396200","-30690","","-411","-593","","","penguin","penguin","","","316"
"palpagos-effigy-318--435830--62690","palpagos","effigies","effigy","Pengullet Effigy","-435830","-62690","","-481","-680","","","penguin","penguin","","","317"
"palpagos-effigy-319--460340--85870","palpagos","effigies","effigy","Pengullet Effigy","-460340","-85870","","-531","-733","","","penguin","penguin","","","318"
"palpagos-effigy-320--457620--113800","palpagos","effigies","effigy","Pengullet Effigy","-457620","-113800","","-592","-727","","","penguin","penguin","","","319"
"palpagos-effigy-321--457470--153860","palpagos","effigies","effigy","Pengullet Effigy","-457470","-153860","","-679","-727","","","penguin","penguin","","","320"
"palpagos-effigy-322--414270--211450","palpagos","effigies","effigy","Pengullet Effigy","-414270","-211450","","-805","-633","","","penguin","penguin","","","321"
"palpagos-effigy-323--366560--222270","palpagos","effigies","effigy","Pengullet Effigy","-366560","-222270","","-828","-529","","","penguin","penguin","","","322"
"palpagos-effigy-324--316030--221990","palpagos","effigies","effigy","Pengullet Effigy","-316030","-221990","","-828","-419","","","penguin","penguin","","","323"
"palpagos-effigy-325--272060--209210","palpagos","effigies","effigy","Pengullet Effigy","-272060","-209210","","-800","-323","","","penguin","penguin","","","324"
"palpagos-effigy-326--242960--192720","palpagos","effigies","effigy","Pengullet Effigy","-242960","-192720","","-764","-259","","","penguin","penguin","","","325"
"palpagos-effigy-327--227330--122400","palpagos","effigies","effigy","Pengullet Effigy","-227330","-122400","","-611","-225","","","penguin","penguin","","","326"
"palpagos-effigy-328--233370--88310","palpagos","effigies","effigy","Pengullet Effigy","-233370","-88310","","-537","-239","","","penguin","penguin","","","327"
"palpagos-effigy-329--211180--80990","palpagos","effigies","effigy","Pengullet Effigy","-211180","-80990","","-521","-190","","","penguin","penguin","","","328"
"palpagos-effigy-330--260590--60160","palpagos","effigies","effigy","Pengullet Effigy","-260590","-60160","","-475","-298","","","penguin","penguin","","","329"
"palpagos-effigy-331--176630--22150","palpagos","effigies","effigy","Lamball Effigy","-176630","-22150","","-392","-115","","","sheepball","sheepball","","","330"
"palpagos-effigy-332--168370-35570","palpagos","effigies","effigy","Lamball Effigy","-168370","35570","","-267","-97","","","sheepball","sheepball","","","331"
"palpagos-effigy-333--184840-117270","palpagos","effigies","effigy","Lamball Effigy","-184840","117270","","-89","-133","","","sheepball","sheepball","","","332"
"palpagos-effigy-334--198800-134470","palpagos","effigies","effigy","Lamball Effigy","-198800","134470","","-51","-163","","","sheepball","sheepball","","","333"
"palpagos-effigy-335--162710-156190","palpagos","effigies","effigy","Lamball Effigy","-162710","156190","","-4","-85","","","sheepball","sheepball","","","334"
"palpagos-effigy-336--118800-169000","palpagos","effigies","effigy","Lamball Effigy","-118800","169000","","24","11","","","sheepball","sheepball","","","335"
